nama,ulasan,label,sentiment,score
Zuki Rama,"Bukit Jaddih, satu-satunya tempat wisata di pulau Madura yang pernah aku datangi. Tempatnya lumayan bagus. Areal pertambangan yang sekaligus dijadikan tempat rekreasi. Kece bànget tempatnya. Nggak rugilah saya jauh-jauh dari Sumatera mampir …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999414324760437}]",0.999414324760437
Naftali Novita,Salah satu tempat wisata baru di madura.bukit kapur yang indah untuk dikunjungi. Tapi lebih baik berkunjung saat pagi hari atau sore hari agar tidak terlalu panas .di siang hari tempat ini sangat panas dan pemandangan cukup menyilaukan …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997559189796448}]",0.9997559189796448
Rochmad Desiyanto,"tempat bagus buat foto. klo dijogja mirip tebing breksi tp disini lebih besar. karna dibuka belom lama masih dalam penataan wisata. ada kolam renang juga. parkir luas, kita pake bus besar bisa sampe lokasi tidak perlu jalan jauh. tp sayang …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9242969155311584}]",0.9242969155311584
Aisya Qurratul,Lokasi cukup mudah dijangkau. Tiket masuk murah. Terdapat kolam renang untuk anak-anak. Dan ada rakit kecil untuk berkeliling danau. Banyak penjual minuman dan makanan ringan disana. Toilet kurang bersih. Untuk mendapatkan hasil fto yang bagus lebih baik datang pagi agar matahari tidak terlalu panas.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9928404092788696}]",0.9928404092788696
Kuncoro Sugiharto,"Tempat nya cakep dan indah, akses masuk susah, jalan rusak, banyak tarikan pungli, tempat berdebu (serbuk kapur), akses jalan cukup berbahaya karena tidak ada jalur pejalan kaki dan pegangan",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9917901754379272}]",0.9917901754379272
fasbir hidayat,"keren.
sayang Sepertinya kurang terawat.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991926550865173}]",0.9991926550865173
Alvito Chandra,Wisata Bukit Jaddih bangkalan merupakan tempat wisata yang harus anda kunjungi karena pesona keindahannya tidak ada duanya. Penduduk lokal daerah Bangkalan juga sangat ramah tamah terhadap wisatawan lokal maupun wisatawan asing. Kota …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992614388465881}]",0.9992614388465881
Tentang Madura92,Bukit jaddih merupakan tempat wisata yang tergolong baru dan hits banget dikalangan traveler lokal maupun internasional. Tempat ini meyuguhkan pemandangan yang indah yaitu area bukit kapur yangvputih sehingga terkesan ada di area salju. …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997192025184631}]",0.9997192025184631
Gabriella Deska Anggasih,"Bukit Jaddih di Madura.
Di Kabupaten Bangkalan Madura.
Objek wisata di Madura yang lumayan deket kalo dr Surabaya lewat jembatan …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7112157940864563}]",0.7112157940864563
alam sadikin,"5 bintang untuk pemandangannya, tp kurang baik pengelolaannya. Sebuah kawasan pertambangan kapur, jadi gunung kapur di paluin sampai bentuknya jadi begini, membentuk lansekap yang sangat menarik, mungkin karena bukan pemandangan keseharian …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9836568832397461}]",0.9836568832397461
silvi andri,"Kesalahan saya saat berkunjung adalah tidak membawa masker dan kaca mata. Penambangan perbukitan kapur yang terus berlangsung menyisakan bentuk tak beraturan yang indah dipandang, panasnya mentari yang menyengat semakin meningkatkan daya …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992315769195557}]",0.9992315769195557
Rendra Dwi,"Tempatnya bagus buat foto tapi saran aja klo mau kesana jangan siang² panas bgt soalnya, trus untuk karcis kalo bisa dijadikan satu aja di awal biar gak bolak balik bayar,",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9516465067863464}]",0.9516465067863464
teguh surya,"Tempatnya indah, bagus banget view nya utk foto"" ,cuman lebih dikelola lagi aja sama pemerintah sama dikasih bimbingan ke warga sekitar ,  karena disini  banyak pungli ,pertama masuk ke kampungnya kena bayar ,,trus masuk kearea tambangnya …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9958288073539734}]",0.9958288073539734
Rizky Amalia Maghfiroh,"terdapat banyak spot foto yg bagus
tarif naik rakit 5k/org dan 1 rakit bisa diisi 8-9 org. jalan menuju bukit gampang ditemukan tapi untuk mobil jalan tsb kecil, tp masih bisa minggir klo gantian …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7910763025283813}]",0.7910763025283813
Firemoondhana Kresna,Tempatnya tersembunyi sekali dan untuk akses jalan kurang memadai. bahkan ada beberapa jalan hanya muat untuk 1 mobil saja jadi apabila papasan salah satu mobil harus mundur. all over tempat wisata ini cukup menarik saja untuk di kunjungi. …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.919768214225769}]",0.919768214225769
Pradana,"Tempat wisata dengan gua buatan,
Cukup bagus untuk sekedar melepas lelah saat melintasi jembatan suramadu😁
Biaya akomodasi dr biaya masuk, parkir kendaraan sampai tiket masuk cukup tinggi …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8300982713699341}]",0.8300982713699341
Samunav Creation,"aslinya biasa saja, tp difoto keliatan bagus, tempat wisata ini tidak terorganisasi dg baik, baru mo masuk bayar 5000, masuk 1 lokasi bayar lg 15,000,-, mo ke sisi yg lain 15,000,- lg, wisatawan jd gak nyaman, belum lg debu kapurnya, karena batu masih ditambang, sebaiknya bawa masker",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9944549202919006}]",0.9944549202919006
mugowasono,Bukit kapur bekas tambang yang eksotik,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985350370407104}]",0.9985350370407104
Hayu Esty,"Bgus sihh, cm sepi",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979029893875122}]",0.9979029893875122
Septhia Dwi,"Spot foto instgramable banget. Semua tempat bisa dijadiin spot foto.
Ada 2x bayar. Yg pertama waktu masuk awal kawasan perkendaraan beda2.
Yg kedua mau masuk danau(yg cuma ada pas hujan) bayarnya diitung perorangan.
Kesana sore jadi gk panas.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7543867826461792}]",0.7543867826461792
vita christianty,"Bukt kapur di bangkalan, Madura. Tempatnya bagus, tapi sangat panas. Fasilitas belum memadai, masih kurang. Pungutan tidak cuma sekali. Masuk kendaraan 10 rb, setelah itu ada tarikan lagi 5 rb per orang. Harus lebih dibenahi kedepan. Untuk toilet, tempat istirahat, dan lain-lain.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9967578053474426}]",0.9967578053474426
Teluk Panji Siregar,"Tambang Kapur di daerah bangkalan, Suramadu yang masih aktif dan digunakan juga sebagai tempat wisata Goa dikarenakan penambang membentuk Pola Jalur Goa di dalam tambang. Cocok untuk Offroad juga lokasinya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9899994730949402}]",0.9899994730949402
sebastian,"Hidden gems.. tempat penambangan batu kapur, masih aktif saat ini.. lokasi dapat dijangkau mobil, beberapa spot sudah dibentuk untuk wisata.. punya potensi baik",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994193315505981}]",0.9994193315505981
RcnVx 12,"Dekat dr Suramadu

Masuk bayar Mobil 20rb, Orang 5rb
Naik ke atas bukit bs pk ojek",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9852960705757141}]",0.9852960705757141
Malik Khoiruddin,"Makin bagus dengan adanya air kolam yg beberapa waktu lalu kering, sekarang perahunya sudah bisa operasi, ada kuda joget juga...sayangnya banyak lumut didinding jago gak begitu tampak putihnya...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979764819145203}]",0.9979764819145203
Bobby Anto,"Bukan tempat wisata ideal. Hanya sisa foto aja yg cakep. Ga ada pengelolaan yg baik.
Hanya tukang karcis kl dilewatin pasti ngejar. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9973299503326416}]",0.9973299503326416
Badri Ihya',"KEREN DAN SANGAT MEMANJAKAN MATA.
Saran jam kunjung pagi atau sore ya gaiss.
Jangan lupa tanya warga lokal walapun kita sudah pake maps. Karena jalurnya …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.613214373588562}]",0.613214373588562
Muhammad Nur Salam,"Kawasan bukit bekas penambangan batu kapur ini sangat berpotensi untuk dijadikan wisata tentunya dengan penataan yang lebih baik dari pengelola. Bukit batu kapur dengan liang berbentuk seperti tempat tinggal pada masa jaman batu. Fasilitasnya cukup baik ada toko suvenir, kantin, dan toilet",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982079267501831}]",0.9982079267501831
venny hendarni,"Instragram bgt...cocok buat yg suka foto2, mobil bisa masuk kearah bukit2 kapur, tiket masuknya 20 rb untuk 2 orang plus mobil, kalo mau ke danau dikenakan tiket lg per orang 5 rb",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9844845533370972}]",0.9844845533370972
Dodik Maryanto,"Tempatnya panas akibat terik matahari, disarankan untuk membawa payung.
Jalan untuk masuknya masih terjal, disarankan membawa kendaraan minimal MPV atau SUV dan sangar tidak disarankan membawa sedan/citycar. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9919965863227844}]",0.9919965863227844
Putri Belqis Rafidah,"Jalan menuru lokasi tdk terlalu luas, masuk desa2. Saat kesana cuaca mendung jadi tdk panas.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.814607560634613}]",0.814607560634613
Olievia P Mulyana,Bukit kapur yang dibuka untuk wisata karena itu perlu berhati-hati karena penambangan kapurnya masih aktif. Pakai masker dan datang pada pagi hari adalah pilihan terbaik. Danaunya bagus dan pemandangan disekitarnya juga luar biasa. Lebih baik membawa bekal makanan.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996941089630127}]",0.9996941089630127
hanim permana,Saya sempat tidak percaya waktu tiket masuknya yg ngasihkan adalah anak2 tp wktu saya tanya ini beneran tiketnya ta..dia bilang iya klau tdk percaya boleh di periksa …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9870609045028687}]",0.9870609045028687
INoz DM,"Akhirnya bisa kesini..wisata di bekas areal penambangan...murah meriah, keren sih, lumayanlah..ada pemandunya bisa moto juga..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9771155118942261}]",0.9771155118942261
Rina Luki,Pergi ke sana bertepatan dengan lebaran adalah bukan ide yang bagus. Ada preman berkeliaran meminta Rp.5000 per orang padahal sudah ada karcis masuk Rp.20.000 - membuat kesenangan seketika hilang. Sepertinya ini pertama dan terakhir untuk …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994487166404724}]",0.9994487166404724
ALVIYAN,"Waktu itu ke sini, masih omicron.. sepi, bagus tempat nya seperti di luar negri. Hanya ticketing nya yg perlu di tertibkan secara resmi.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9897534847259521}]",0.9897534847259521
Ali Robbani,"Panas, berdebu, sebaiknya membawa masker. Berhati-hati melewati jalan untuk keatas saat menggunakan kendaraan bermotor. Cukup menarik untuk dibuat berfoto. Aktivitas penambangan masih berjalan, pick up dan truk masih beroperasi untuk mengangkut muatan batu kapur.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.997830331325531}]",0.997830331325531
Ardiansah Danus,"Wisata bukit kapur yg khas di Madura.. Tarif masuk lokasi 10rb per motor.. Kalau masuk area wisatanya ada tarif lagi..
. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9727874398231506}]",0.9727874398231506
Erron Narendro,Tempat bekas penambangan batu putih view bagus buat foto2 sangat artistik. Ada kolam renang dan danau,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988594055175781}]",0.9988594055175781
Rifqi Anam,"Alhamdulillah pertama kali kesana ngga kena pungli, cuma bayar 5 ribu aja pas masuk sama ibu-ibu yang jaga warung. Saya sarankan berangkat pagi saja biar ga kepanasan. Karena saya berangkat agak siang jadi sampai sana sangat panas sekali …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9924087524414062}]",0.9924087524414062
Rendra Wahyudhi,"Pertama kali kesini. Tempatnya panas, memang bukit kapur. Ada kolam dengan sedikit air. Tapi justru menambah eksotis lokasinya.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9989185333251953}]",0.9989185333251953
Syhrizal (Fourtwoproject),Daya tarik destinasi Wisata Bukit Jaddhih hampir cukup terkenal di kalangan Masyarakat Jawa. Semoga pemerintahan setempat menambah fasilitas hingga Wisata Bukit Jaddih terkenal hingga Mancanegara …,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994999170303345}]",0.9994999170303345
Andreas Kristianto Halim,"Tempat yang bagus untuk berfoto, namun tidak ada petunjuk untuk ke sana dan medan perjalanan cukup terjal. Pelayanan oleh pengelola kurang bagus.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996225833892822}]",0.9996225833892822
M Rob,"Ada 2 pos pembayaran yg paling depan pak Ogah, yg dekat warung itu yg resmi, setelah itu parkir harus bayar per orang 5000 bukan per mobil 😓. Semoga bukit jaddih bisa dikelola dengan baik agar lebih bagus, terawat, dan terbebas dari pungli pak Ogah dan mak Ogah …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9777910113334656}]",0.9777910113334656
Fanny Rumengan,"Salah satu Wisata Bukit Kapur terbaik di Jawa Timur, sangat cocok untuk berfoto selfie bersama keluarga dan teman. Mantapp...👍🙏🤩 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999699592590332}]",0.999699592590332
L. Monalisa,"Lokasi bekas penambangan yg kemudian dijadikan spot foto, jalan menuju bukit jaddih lumayan susah, lebih disarankan untuk menggunakan kendaraan roda dua. Harus pandai-pandai untuk mengambil angel foto utk menghasilkan foto yang Ok punya...",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9937841892242432}]",0.9937841892242432
Johan Nur Cahyo (Johan),"Kalau mau ke tempat ini jangan siang karena sangat panas, mending sore sekalian liat sunset karena begitu bagus dan istimewa. Jalanan menuju tempat ini bisa pake gmaps, tapi jalanan kecil sempit dan banyak yang rusak, sebenarnya disini cuma …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976287484169006}]",0.9976287484169006
Nisha Hany,Tempatnya sangat amazing...disarankan untuk datang pagi hari...di semua sudut adalah spot foto...akses jalan masuk offroad...banyak gua,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983088970184326}]",0.9983088970184326
A Mghnii,"banyak view foto keren di wilayah sini..
cocok bagi kalian yg lg hunting tempat buat prewedding outdoor.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994364380836487}]",0.9994364380836487
luth zakky,"Tempatnya luas & banyak spot foto bagus. Namun efek berantai dari pandemi covid rupanya cukup berpengaruh pada bukit Jaddih, tempatnya kurang terawat, banyak kios penjual makanan yg tutup, akses jalan kurang dirawat, agak menyulitkan bus …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9984721541404724}]",0.9984721541404724
Robby Handoko,Bagus..harusnya  d kelola lebih serius lagi..terutama jalan menuju lokasi..aset suatu daerah perlu pemerintah turun tangan..👍👍 …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.7973943948745728}]",0.7973943948745728
cool ibanez,"Lokasinya tidak jauh dr Jembatan Suramadu, ± 20 menit perjalanan menggunakan mobil / motor. Harga tiket masuk terjangkau. Ada kolam renang, Goa & Rakit mengarungi danau mini. Sangat layak anda kunjungi..",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9950939416885376}]",0.9950939416885376
hanasagt,"1. Make sure you bring sunglasses, wear a wide hat, wear proper shoes to avoid sliped and bring umbrella! …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7069150805473328}]",0.7069150805473328
cece cookies,"Ga dikelola secara khusus. Mungkin karna emang area pertambangan aktiv ya.. masih ada aktivitas.
Bagus buat spot foto, tapi air kolamnya ga selalu ada. Musim hujan aja ga tentu …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9926907420158386}]",0.9926907420158386
denise elysia,"Tempatnya keren buat berlibur, apalagi jembatan suramadu sudah gratis, kalo kesini harus berhenti yang di ""GOA POTE"" masuknya per orang Rp. 5.000 karena itu bener bener one stop destination gitu ada perahu, ada parkiran, ada toilet, ada …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.996878981590271}]",0.996878981590271
Imam Warosyin,"Betul panorama yg mengagumkan ciptaan Illahi, yg di Eksplorasi dg multi konsep ,ekonomi pertambangan & nilai artistik sebuah wisata",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997590184211731}]",0.9997590184211731
Warti Ningsih,Jalan menuju bukit jaddhih goyang2 pas naik bis..tapi terbayar setelah sampai tempatnya sangat bagus🥰 …,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8560150265693665}]",0.8560150265693665
murtriyanto antok,Baru pertama kali mengunjungi... lumayan bagus spot fotonya... akses jalannya saja perlu diperbaiki,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5743834972381592}]",0.5743834972381592
Sita Kia,Masih alam banget. Banyak truk ambil batu kapur. Tempat nya luas.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993531107902527}]",0.9993531107902527
Cahyannisa,"PARKIR HABIS 60RB!😁 Emezing. tiap spot foto ditarikin duit20rb untuk parkir mobil. Pintu masuk ditarik 20rb di kasi karcis, naik keatas lagi di cegat, ditarok lg 20rb wkwkw dikasi karcis ntah untuk apa, kalaupun untuk parkir, pulangnya gak …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982661604881287}]",0.9982661604881287
Mentari Senja,"Bukit kapur yang apik, sayangnya kurangnya koordinasi para penjaga and parkir... Harusnya kalau sudah berani kasih tiket masuk. Pelayanan untuk wisata lebih baik ditingkatkan dan pemisahan dengan daerah tambanganya di pertimbangkan. Bagus banget buat foto2 😍 …",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8540940880775452}]",0.8540940880775452
Zaky Dzulfikar,"Lokasi bagus, tempat berteduhnya minim cuma di warung-warung. Masuk gaada karcisnya",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9631253480911255}]",0.9631253480911255
Joka Poerbianto,"Untuk rekreasi keluarga sangat oke, ada kolam renangnya, dg view bukit bekas galian batu kapur yg disulap menjadi destinasi wisata outdoor. Parkir luas, kendaraan bisa naik ke atas bukit terus untuk selfie2.",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999575674533844}]",0.999575674533844
Silvia Prasetio,"Bukit Jaddih terletak tidak jauh dari pusat kota Bangkalan.  Cuaca di sini sangat terik, jangan lupa membawa topi atau payung tetapi bukit kapur yang unik ini merupakan spot foto yang sangat menarik.  Kontribusi untuk masuk ke lokasi ini juga lumayan murah.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8396335244178772}]",0.8396335244178772
diarim v (diarim),"Waktu kesana sepi bangeett, dan yaa kek ada pungli gitu yaa, si bapak2 minta bayar masuk padahal udah ada loket tiketnya. Tapi yauda gapapa bayar ajaa, dripada nnti kenapa2. …",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9903035759925842}]",0.9903035759925842
M. Fauzi Setyadi,"Wisata bekas penambangan batugamping, dengan sedikit vegetasi. Lokasi sudah dibuat aesthetic, namun tetap saja disekitarnya masih banyak penambangan sehingga banyak debu",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9907416105270386}]",0.9907416105270386
